,PM,A_IMAGE,B_IMAGE,CLASS_STAR
0,0.616587098537,1.6763715744,1.45593810081,0.998895585537
1,0.616587098537,1.6763715744,1.45593810081,0.998895585537
2,0.616587098537,1.6763715744,1.45593810081,0.998895585537
3,5.07503873111,2.18173837662,1.0009740591,0.000246232608333
4,5.07503873111,2.18173837662,1.0009740591,0.000246232608333
5,5.07503873111,2.18173837662,1.0009740591,0.000246232608333
6,10.7671553043,4.91469907761,1.30136394501,0.810585319996
7,10.7671553043,4.91469907761,1.30136394501,0.810585319996
8,10.7671553043,4.91469907761,1.30136394501,0.810585319996
9,0.0587953234976,1.41984665394,1.26172304153,0.93260127306
10,0.0587953234976,1.41984665394,1.26172304153,0.93260127306
11,0.0587953234976,1.41984665394,1.26172304153,0.93260127306
12,0.0935055179344,1.71903479099,1.59684765339,0.997564613819
13,0.0935055179344,1.71903479099,1.59684765339,0.997564613819
14,0.0935055179344,1.71903479099,1.59684765339,0.997564613819
15,8.60148276404e-10,1.33169531822,1.14285206795,0.894064545631
16,0.615432560539,0.884132504463,0.732315599918,0.714197576046
17,0.615432560539,0.884132504463,0.732315599918,0.714197576046
18,0.615432560539,0.884132504463,0.732315599918,0.714197576046
19,0.142498326843,1.70058894157,1.53681731224,0.983322381973
20,0.142498326843,1.70058894157,1.53681731224,0.983322381973
21,0.142498326843,1.70058894157,1.53681731224,0.983322381973
22,0.142498326843,1.70058894157,1.53681731224,0.983322381973
23,0.0421382927618,1.61898899078,1.47511184216,0.98595905304
24,0.0421382927618,1.61898899078,1.47511184216,0.98595905304
25,6.05080447614,3.0678756237,1.54584407806,0.0642540454865
26,6.05080447614,3.0678756237,1.54584407806,0.0642540454865
27,6.05080447614,3.0678756237,1.54584407806,0.0642540454865
28,0.200405020779,1.31554389,1.15339684486,0.982294440269
29,0.200405020779,1.31554389,1.15339684486,0.982294440269
30,0.200405020779,1.31554389,1.15339684486,0.982294440269
31,0.725193174682,0.979852199554,0.704324603081,0.390993118286
32,0.725193174682,0.979852199554,0.704324603081,0.390993118286
33,0.725193174682,0.979852199554,0.704324603081,0.390993118286
34,0.725193174682,0.979852199554,0.704324603081,0.390993118286
35,0.0170148283983,0.953040778637,0.849837899208,0.789728105068
36,0.0170148283983,0.953040778637,0.849837899208,0.789728105068
37,0.0170148283983,0.953040778637,0.849837899208,0.789728105068
38,2.1367115099,1.94237041473,1.55461728573,0.994743585587
39,2.1367115099,1.94237041473,1.55461728573,0.994743585587
40,2.1367115099,1.94237041473,1.55461728573,0.994743585587
41,2.1367115099,1.94237041473,1.55461728573,0.994743585587
42,0.0580731504138,1.46503210068,1.2843272686,0.926668167114
43,0.0580731504138,1.46503210068,1.2843272686,0.926668167114
44,0.0580731504138,1.46503210068,1.2843272686,0.926668167114
45,0.181653386731,1.39828526974,1.27190935612,0.975090742111
46,0.181653386731,1.39828526974,1.27190935612,0.975090742111
47,0.181653386731,1.39828526974,1.27190935612,0.975090742111
48,4.00808145609,1.82314383984,0.92134064436,0.0137203251943
49,4.00808145609,1.82314383984,0.92134064436,0.0137203251943
50,4.00808145609,1.82314383984,0.92134064436,0.0137203251943
51,10.9816013668,2.53625154495,0.737011909485,0.000152869004523
52,10.9816013668,2.53625154495,0.737011909485,0.000152869004523
53,10.9816013668,2.53625154495,0.737011909485,0.000152869004523
54,10.9816013668,2.53625154495,0.737011909485,0.000152869004523
55,0.0198381497777,1.7406488657,1.59880113602,0.989824533463
56,0.0198381497777,1.7406488657,1.59880113602,0.989824533463
57,0.0198381497777,1.7406488657,1.59880113602,0.989824533463
58,0.0881722066739,1.76657021046,1.60313057899,0.986183285713
59,0.0881722066739,1.76657021046,1.60313057899,0.986183285713
60,0.0881722066739,1.76657021046,1.60313057899,0.986183285713
61,0.409004364525,1.64617955685,1.49962472916,0.985912203789
62,0.409004364525,1.64617955685,1.49962472916,0.985912203789
63,0.409004364525,1.64617955685,1.49962472916,0.985912203789
64,0.409004364525,1.64617955685,1.49962472916,0.985912203789
65,2.15455473109,1.66835379601,1.52352166176,0.176482409239
66,2.15455473109,1.66835379601,1.52352166176,0.176482409239
67,2.15455473109,1.66835379601,1.52352166176,0.176482409239
68,2.79782519289,1.75925791264,1.3956849575,0.0269439481199
69,2.79782519289,1.75925791264,1.3956849575,0.0269439481199
70,2.79782519289,1.75925791264,1.3956849575,0.0269439481199
71,2.79782519289,1.75925791264,1.3956849575,0.0269439481199
72,1.88749170686,1.31374931335,0.87156611681,0.0449085012078
