,PM,A_IMAGE,B_IMAGE,CLASS_STAR,MAG_ISO
0,0.616587098537,1.6763715744,1.45593810081,0.998895585537,21.3062591553
1,0.616587098537,1.6763715744,1.45593810081,0.998895585537,21.3062591553
2,0.616587098537,1.6763715744,1.45593810081,0.998895585537,21.3062591553
3,5.07503873111,2.18173837662,1.0009740591,0.000246232608333,24.8797645569
4,5.07503873111,2.18173837662,1.0009740591,0.000246232608333,24.8797645569
5,5.07503873111,2.18173837662,1.0009740591,0.000246232608333,24.8797645569
6,10.7671553043,4.91469907761,1.30136394501,0.810585319996,21.9625053406
7,10.7671553043,4.91469907761,1.30136394501,0.810585319996,21.9625053406
8,10.7671553043,4.91469907761,1.30136394501,0.810585319996,21.9625053406
9,0.0587953234976,1.41984665394,1.26172304153,0.93260127306,23.6011123657
10,0.0587953234976,1.41984665394,1.26172304153,0.93260127306,23.6011123657
11,0.0587953234976,1.41984665394,1.26172304153,0.93260127306,23.6011123657
12,0.0935055179344,1.71903479099,1.59684765339,0.997564613819,20.4546356201
13,0.0935055179344,1.71903479099,1.59684765339,0.997564613819,20.4546356201
14,0.0935055179344,1.71903479099,1.59684765339,0.997564613819,20.4546356201
15,8.60148276404e-10,1.33169531822,1.14285206795,0.894064545631,24.2961425781
16,0.615432560539,0.884132504463,0.732315599918,0.714197576046,26.093296051
17,0.615432560539,0.884132504463,0.732315599918,0.714197576046,26.093296051
18,0.615432560539,0.884132504463,0.732315599918,0.714197576046,26.093296051
19,0.142498326843,1.70058894157,1.53681731224,0.983322381973,20.5754680634
20,0.142498326843,1.70058894157,1.53681731224,0.983322381973,20.5754680634
21,0.142498326843,1.70058894157,1.53681731224,0.983322381973,20.5754680634
22,0.142498326843,1.70058894157,1.53681731224,0.983322381973,20.5754680634
23,0.0421382927618,1.61898899078,1.47511184216,0.98595905304,21.2025337219
24,0.0421382927618,1.61898899078,1.47511184216,0.98595905304,21.2025337219
25,6.05080447614,3.0678756237,1.54584407806,0.0642540454865,22.0476016998
26,6.05080447614,3.0678756237,1.54584407806,0.0642540454865,22.0476016998
27,6.05080447614,3.0678756237,1.54584407806,0.0642540454865,22.0476016998
28,0.200405020779,1.31554389,1.15339684486,0.982294440269,24.0668468475
29,0.200405020779,1.31554389,1.15339684486,0.982294440269,24.0668468475
30,0.200405020779,1.31554389,1.15339684486,0.982294440269,24.0668468475
31,0.725193174682,0.979852199554,0.704324603081,0.390993118286,26.1966133118
32,0.725193174682,0.979852199554,0.704324603081,0.390993118286,26.1966133118
33,0.725193174682,0.979852199554,0.704324603081,0.390993118286,26.1966133118
34,0.725193174682,0.979852199554,0.704324603081,0.390993118286,26.1966133118
35,0.0170148283983,0.953040778637,0.849837899208,0.789728105068,25.6388931274
36,0.0170148283983,0.953040778637,0.849837899208,0.789728105068,25.6388931274
37,0.0170148283983,0.953040778637,0.849837899208,0.789728105068,25.6388931274
38,2.1367115099,1.94237041473,1.55461728573,0.994743585587,20.386505127
39,2.1367115099,1.94237041473,1.55461728573,0.994743585587,20.386505127
40,2.1367115099,1.94237041473,1.55461728573,0.994743585587,20.386505127
41,2.1367115099,1.94237041473,1.55461728573,0.994743585587,20.386505127
42,0.0580731504138,1.46503210068,1.2843272686,0.926668167114,23.4811820984
43,0.0580731504138,1.46503210068,1.2843272686,0.926668167114,23.4811820984
44,0.0580731504138,1.46503210068,1.2843272686,0.926668167114,23.4811820984
45,0.181653386731,1.39828526974,1.27190935612,0.975090742111,23.2983074188
46,0.181653386731,1.39828526974,1.27190935612,0.975090742111,23.2983074188
47,0.181653386731,1.39828526974,1.27190935612,0.975090742111,23.2983074188
48,4.00808145609,1.82314383984,0.92134064436,0.0137203251943,25.2175636292
49,4.00808145609,1.82314383984,0.92134064436,0.0137203251943,25.2175636292
50,4.00808145609,1.82314383984,0.92134064436,0.0137203251943,25.2175636292
51,10.9816013668,2.53625154495,0.737011909485,0.000152869004523,25.3014354706
52,10.9816013668,2.53625154495,0.737011909485,0.000152869004523,25.3014354706
53,10.9816013668,2.53625154495,0.737011909485,0.000152869004523,25.3014354706
54,10.9816013668,2.53625154495,0.737011909485,0.000152869004523,25.3014354706
55,0.0198381497777,1.7406488657,1.59880113602,0.989824533463,20.4876022339
56,0.0198381497777,1.7406488657,1.59880113602,0.989824533463,20.4876022339
57,0.0198381497777,1.7406488657,1.59880113602,0.989824533463,20.4876022339
58,0.0881722066739,1.76657021046,1.60313057899,0.986183285713,21.1469249725
59,0.0881722066739,1.76657021046,1.60313057899,0.986183285713,21.1469249725
60,0.0881722066739,1.76657021046,1.60313057899,0.986183285713,21.1469249725
61,0.409004364525,1.64617955685,1.49962472916,0.985912203789,21.0846138
62,0.409004364525,1.64617955685,1.49962472916,0.985912203789,21.0846138
63,0.409004364525,1.64617955685,1.49962472916,0.985912203789,21.0846138
64,0.409004364525,1.64617955685,1.49962472916,0.985912203789,21.0846138
65,2.15455473109,1.66835379601,1.52352166176,0.176482409239,22.2435150146
66,2.15455473109,1.66835379601,1.52352166176,0.176482409239,22.2435150146
67,2.15455473109,1.66835379601,1.52352166176,0.176482409239,22.2435150146
68,2.79782519289,1.75925791264,1.3956849575,0.0269439481199,23.2114524841
69,2.79782519289,1.75925791264,1.3956849575,0.0269439481199,23.2114524841
70,2.79782519289,1.75925791264,1.3956849575,0.0269439481199,23.2114524841
71,2.79782519289,1.75925791264,1.3956849575,0.0269439481199,23.2114524841
72,1.88749170686,1.31374931335,0.87156611681,0.0449085012078,25.5394325256
73,1.88749170686,1.31374931335,0.87156611681,0.0449085012078,25.5394325256
74,1.88749170686,1.31374931335,0.87156611681,0.0449085012078,25.5394325256
75,0.0300729362745,1.54630303383,1.39799213409,0.999151468277,22.1374053955
76,0.0300729362745,1.54630303383,1.39799213409,0.999151468277,22.1374053955
77,0.0300729362745,1.54630303383,1.39799213409,0.999151468277,22.1374053955
78,0.130538257051,1.17364192009,1.05251801014,0.931511640549,24.8475036621
79,0.130538257051,1.17364192009,1.05251801014,0.931511640549,24.8475036621
80,0.130538257051,1.17364192009,1.05251801014,0.931511640549,24.8475036621
81,0.0459137499289,1.56426048279,1.37668347359,0.994369268417,22.348072052
82,0.0459137499289,1.56426048279,1.37668347359,0.994369268417,22.348072052
83,0.0459137499289,1.56426048279,1.37668347359,0.994369268417,22.348072052
84,0.0459137499289,1.56426048279,1.37668347359,0.994369268417,22.348072052
85,3.9987201319,2.25532054901,1.43796992302,0.0545940324664,22.3838634491
86,3.9987201319,2.25532054901,1.43796992302,0.0545940324664,22.3838634491
87,3.9987201319,2.25532054901,1.43796992302,0.0545940324664,22.3838634491
88,3.9987201319,2.25532054901,1.43796992302,0.0545940324664,22.3838634491
