,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
5192,2,8.29662384246,-21.1415429746,23-24,0.1,0.967266440392,star
5197,2,8.29197606745,-21.1337277711,22-23,0.1,0.0280852504075,galaxies
5199,2,8.31288552271,-21.1314428755,21-22,0.1,0.0281259547919,galaxies
5200,2,8.29880091791,-21.130868781,24-25,0.1,0.000114668757305,galaxies
5201,2,8.30947699906,-21.1305344683,20-21,0.1,0.0284240301698,galaxies
5202,2,8.31982484089,-21.1293779867,20-21,0.1,0.012991739437,galaxies
5206,2,8.2975213817,-21.1260747463,24-25,0.1,0.797338068485,star
5207,2,8.32552840707,-21.1256604943,23-24,0.1,0.00061154452851,galaxies
5208,2,8.30255759838,-21.1255322813,24-25,0.1,0.988745570183,star
5209,2,8.30483721351,-21.1254345096,23-24,0.1,0.000290243857307,galaxies
5210,2,8.31121474099,-21.1244211036,24-25,0.1,0.000889164803084,galaxies
5211,2,8.27830959201,-21.1240275906,23-24,0.1,0.0245189871639,galaxies
5213,2,8.33539702269,-21.1200200649,22-23,0.1,0.0278143342584,galaxies
5214,2,8.34951183198,-21.1191285346,24-25,0.1,0.00020126538584,galaxies
5215,2,8.35391747823,-21.1181614481,25-26,0.1,0.000102072146547,galaxies
5220,2,8.33677718109,-21.109979349,25-26,0.1,0.000250436307397,galaxies
5223,2,8.33474648967,-21.1071653961,24-25,0.1,0.953066825867,star
5224,2,8.3482910547,-21.1059948549,24-25,0.1,0.00626043044031,galaxies
5227,2,8.36449494523,-21.1007678066,21-22,0.1,0.0013421945041,galaxies
5230,2,8.36759537746,-21.0977545808,22-23,0.1,0.000671206042171,galaxies
5231,2,8.36812693425,-21.0967466426,23-24,0.1,0.0254851356149,galaxies
5236,2,8.31230888948,-21.1064332531,24-25,0.1,0.000230674428167,galaxies
5239,2,8.29605275098,-21.100830211,24-25,0.1,0.000180303264642,galaxies
5241,2,8.28059484288,-21.0967994452,23-24,0.1,0.000414269801695,galaxies
5242,2,8.35972751476,-21.0942502021,24-25,0.1,0.000211497666896,galaxies
5243,2,8.27388327208,-21.0931763229,22-23,0.1,0.000664843828417,galaxies
5245,2,8.28410274982,-21.0924659606,23-24,0.1,0.000519745226484,galaxies
5249,2,8.33359050762,-21.0857278503,24-25,0.1,0.000298987375572,galaxies
5251,2,8.30554045119,-21.084795026,23-24,0.1,0.000481622002553,galaxies
5252,2,8.28925139113,-21.0836965706,22-23,0.1,0.000998119357973,galaxies
5256,2,8.3031130596,-21.0800534979,25-26,0.1,0.000106798965135,galaxies
5257,2,8.3458426998,-21.0729548278,24-25,0.1,0.000164854194736,galaxies
5265,2,8.3720044896,-21.0671077241,24-25,0.1,0.000296296784654,galaxies
5270,2,8.35164605784,-21.0494846892,24-25,0.1,0.000238863416598,galaxies
5271,2,8.35952489425,-21.0486138232,24-25,0.1,0.000173276086571,galaxies
5272,2,8.24730388991,-21.0475993606,24-25,0.1,0.000179243725142,galaxies
5273,2,8.25122041348,-21.0468090673,23-24,0.1,0.000438292132458,galaxies
5274,2,8.28549380797,-21.0460430664,23-24,0.1,0.000259432970779,galaxies
5280,2,8.28976553227,-21.0372544569,20-21,0.1,0.0250945836306,galaxies
5284,2,8.26883665807,-21.0345998966,24-25,0.1,0.000249509263085,galaxies
5288,2,8.25837261926,-21.0310908818,24-25,0.1,0.000344652216882,galaxies
5290,2,8.26037593662,-21.0308073654,21-22,0.1,0.000352848001057,galaxies
5293,2,8.26066794121,-21.0302631428,23-24,0.1,0.00380809558555,galaxies
5294,2,8.25871332818,-21.0299071909,25-26,0.1,0.000111746929178,galaxies
5298,2,8.18670212719,-21.6360877978,26-27,0.1,0.721212983131,galaxies
5301,2,8.34064525908,-21.0214426469,24-25,0.1,0.00166218716186,galaxies
5305,2,8.28250140306,-21.0200501482,24-25,0.1,0.0148262968287,galaxies
5307,2,8.31826538633,-21.0192918921,24-25,0.1,0.00017922144616,galaxies
5308,2,8.27589783267,-21.0190260885,25-26,0.1,0.00274447957054,galaxies
5309,2,8.334616327,-21.016872528,25-26,0.1,0.00061303016264,galaxies
5310,2,8.3209411571,-21.0167086218,24-25,0.1,0.000510286889039,galaxies
5314,2,8.33046856883,-21.0115157706,24-25,0.1,0.000539180706255,galaxies
5315,2,8.28825676706,-21.0059502246,24-25,0.1,0.000226142277825,galaxies
5318,2,8.17432509679,-21.1921673981,23-24,0.1,0.0132083846256,galaxies
5319,2,8.18583459408,-21.1872497143,22-23,0.1,0.00106038048398,galaxies
5320,2,8.17896492505,-21.1863518815,23-24,0.1,0.954726696014,star
5326,2,8.20096340119,-21.1761720498,24-25,0.1,0.000517913256772,galaxies
5328,2,8.16434222849,-21.1734616625,23-24,0.1,0.0176345705986,galaxies
5329,2,8.20153807643,-21.1725818784,23-24,0.1,0.000320945080603,galaxies
5335,2,8.20370742487,-21.1671290991,23-24,0.1,0.0251602604985,galaxies
5338,2,8.22599918822,-21.1653225705,24-25,0.1,0.000335709250066,galaxies
5341,2,8.24806071516,-21.1606551302,21-22,0.1,0.0124837756157,galaxies
5344,2,8.24162160835,-21.1541797833,23-24,0.1,0.000314968085149,galaxies
5345,2,8.25351494426,-21.1515549305,21-22,0.1,0.000814586936031,galaxies
5349,2,8.25569537975,-21.1479828394,22-23,0.1,0.0263571832329,galaxies
5350,2,8.1478258625,-21.1442054476,24-25,0.1,0.000370327703422,galaxies
5352,2,8.19656354528,-21.1600529786,26-27,0.1,0.0102755203843,galaxies
5353,2,8.16382121483,-21.1549786118,22-23,0.1,0.0174241028726,galaxies
5354,2,8.16865430817,-21.153421027,20-21,0.1,0.99975246191,star
5357,2,8.1669942673,-21.1472790848,23-24,0.1,0.0099434601143,galaxies
5360,2,8.17130310189,-21.1412691313,23-24,0.1,0.00228782044724,galaxies
5364,2,8.15548888614,-21.1395659926,23-24,0.1,0.000338563666446,galaxies
5365,2,8.184072969,-21.1382921077,24-25,0.1,0.000272004195722,galaxies
5369,2,8.2582235427,-21.1358784764,22-23,0.1,0.000427441555075,galaxies
5371,2,8.15955698045,-21.1337100546,23-24,0.1,0.00865239650011,galaxies
5372,2,8.16281923462,-21.1299772691,19-20,0.1,0.028624041006,galaxies
5377,2,8.19549749527,-21.1257364652,23-24,0.1,0.0192546099424,galaxies
5386,2,8.19013361827,-21.1126188215,24-25,0.1,0.000222988164751,galaxies
5387,2,8.23494935282,-21.1125510325,24-25,0.1,0.000147261816892,galaxies
5388,2,8.23917814035,-21.1111095778,24-25,0.1,0.000233329978073,galaxies
5389,2,8.25674466606,-21.1106667519,24-25,0.1,0.000188244404853,galaxies
5391,2,8.2069911681,-21.1093134227,23-24,0.1,0.0214820560068,galaxies
5393,2,8.23564333082,-21.1079300908,20-21,0.1,0.0114253014326,galaxies
5396,2,8.24218634621,-21.1047076038,19-20,0.1,0.00104066682979,galaxies
5398,2,8.21833281382,-21.1024666194,25-26,0.1,0.000254665297689,galaxies
5400,2,8.13905145645,-21.0991127537,24-25,0.1,0.000168950500665,galaxies
5403,2,8.13011202422,-21.0928286662,26-27,0.1,0.00179489923175,galaxies
5404,2,8.14904344164,-21.0906595937,25-26,0.1,0.000106116473034,galaxies
5407,2,8.14377514317,-21.0801922649,24-25,0.1,0.000187643017853,galaxies
5410,2,8.15370932406,-21.0789023863,25-26,0.1,0.000120633827464,galaxies
5411,2,8.15771554887,-21.0785892276,25-26,0.1,0.000109224398329,galaxies
5412,2,8.12062400722,-21.0778158103,23-24,0.1,0.000409380503697,galaxies
5414,2,8.18009558718,-21.0753717659,25-26,0.1,0.000748877762817,galaxies
5422,2,8.18032873975,-21.067638263,24-25,0.1,0.000281818793155,galaxies
5423,2,8.21581803312,-21.0662490165,25-26,0.1,0.00153593567666,galaxies
5429,2,8.20624366082,-21.062217648,24-25,0.1,0.000198703579372,galaxies
5436,2,8.22127234387,-21.0433793839,24-25,0.1,0.000237310654484,galaxies
5437,2,8.23277901388,-21.043234725,23-24,0.1,0.0212978422642,galaxies
5438,2,8.2323187892,-21.0422717388,24-25,0.1,0.000122633136925,galaxies
5444,2,8.08527400622,-21.2329002609,24-25,0.1,0.000319635641063,galaxies
5446,2,8.07511864192,-21.2315325658,23-24,0.1,0.0230253040791,galaxies
5447,2,8.05331558906,-21.2311014012,23-24,0.1,0.027094963938,galaxies
5450,2,8.07036356393,-21.2299819309,22-23,0.1,0.988762974739,star
5451,2,8.07029116587,-21.2294245922,24-25,0.1,0.000250713113928,galaxies
5454,2,8.08430800962,-21.2216664126,23-24,0.1,0.00862284842879,galaxies
5455,2,8.07932265165,-21.2216285636,24-25,0.1,0.00028370867949,galaxies
5457,2,8.10067538229,-21.2210925735,23-24,0.1,0.0104189971462,galaxies
5461,2,8.04583163003,-21.21596641,25-26,0.1,0.000886867230292,galaxies
5468,2,8.12909455267,-21.2023274226,21-22,0.1,0.00252190907486,galaxies
5469,2,8.13011147896,-21.200783466,22-23,0.1,0.00118028360885,galaxies
5476,2,8.05748561124,-21.2051064359,23-24,0.1,0.0255507417023,galaxies
5477,2,8.11839203357,-21.8146137449,22-23,0.1,0.00365345622413,galaxies
5478,2,8.04569493598,-21.2007116289,23-24,0.1,0.000485496129841,galaxies
5488,2,8.04891855742,-21.1944675234,24-25,0.1,0.000318172562402,galaxies
5491,2,8.08879492049,-21.1908096208,24-25,0.1,0.00359737873077,galaxies
5492,2,8.09763496248,-21.1886330005,24-25,0.1,0.000257951789536,galaxies
5493,2,8.07657935185,-21.1877176596,23-24,0.1,0.000326586829033,galaxies
5498,2,8.08619511617,-21.1842062727,23-24,0.1,0.0060863206163,galaxies
5499,2,8.08857050476,-21.1837837131,22-23,0.1,0.0013634035131,galaxies
5503,2,8.05413828912,-21.1793566816,24-25,0.1,0.00824805535376,galaxies
5505,2,8.08734079203,-21.1791928359,23-24,0.1,0.000528327305801,galaxies
5506,2,8.12768143155,-21.1788773706,25-26,0.1,0.00308476225473,galaxies
5510,2,8.09769925751,-21.1757011995,21-22,0.1,0.000538326741662,galaxies
5512,2,8.08921665647,-21.174927742,23-24,0.1,0.000317349680699,galaxies
5514,2,8.08354382889,-21.1744613972,22-23,0.1,0.000351140857674,galaxies
5515,2,8.13815238472,-21.1742375728,22-23,0.1,0.000437159091234,galaxies
5516,2,8.09417857819,-21.1741054452,24-25,0.1,0.000504895346239,galaxies
5517,2,8.10773819779,-21.1732865476,23-24,0.1,0.000338452256983,galaxies
5519,2,8.12268415611,-21.1676519898,23-24,0.1,0.0228495448828,galaxies
5524,2,8.10476137457,-21.164600679,21-22,0.1,0.000327857065713,galaxies
5527,2,8.1149878358,-21.1638528527,24-25,0.1,0.000453618355095,galaxies
5528,2,8.11851682722,-21.1622061707,22-23,0.1,0.00677924556658,galaxies
5529,2,8.02739636525,-21.1617951812,24-25,0.1,0.0024720269721,galaxies
5530,2,8.11286932722,-21.1616112232,23-24,0.1,0.000438431743532,galaxies
5532,2,8.11341676542,-21.1571105823,24-25,0.1,0.000227357522817,galaxies
5534,2,8.14466077151,-21.1563425917,22-23,0.1,0.000633432879113,galaxies
5537,2,8.04678562685,-21.1507946679,26-27,0.1,0.001627173624,galaxies
5538,2,8.10827310719,-21.1486830599,25-26,0.1,0.000142005810631,galaxies
5541,2,8.13952535675,-21.1470110815,24-25,0.1,0.000379289616831,galaxies
5542,2,8.1311971429,-21.1454181726,24-25,0.1,0.000199046262424,galaxies
5543,2,8.02692689208,-21.1448542168,25-26,0.1,0.0513664260507,galaxies
5544,2,8.13735054775,-21.1431280668,24-25,0.1,0.00026252985117,galaxies
5545,2,8.04896448629,-21.1401704318,25-26,0.1,0.000191772327526,galaxies
5547,2,8.04269253749,-21.136606099,23-24,0.1,0.000453191605629,galaxies
5549,2,8.06070590859,-21.1331952606,24-25,0.1,0.000218842920731,galaxies
5550,2,8.06010261883,-21.1311195116,24-25,0.1,0.000277152023045,galaxies
5552,2,8.08837906644,-21.1248916364,24-25,0.1,0.000230237303185,galaxies
5555,2,8.11067912628,-21.1217452216,22-23,0.1,0.000855398946442,galaxies
5556,2,8.08085464432,-21.121490736,25-26,0.1,0.000292067299597,galaxies
5557,2,8.08110541833,-21.1214810961,25-26,0.1,0.0232565049082,galaxies
5562,2,8.1034199938,-21.111902983,22-23,0.1,0.000355005147867,galaxies
5564,2,8.08290883669,-21.1094970971,22-23,0.1,0.000456725247204,galaxies
5566,2,8.1102578058,-21.106855073,21-22,0.1,0.00125653215218,galaxies
5567,2,8.08324745239,-21.1028274635,23-24,0.1,0.000338606070727,galaxies
5569,2,8.09710780502,-21.094355869,23-24,0.1,0.000353009381797,galaxies
5570,2,8.1025731399,-21.0940161452,24-25,0.1,0.00464797951281,galaxies
5571,2,8.09450128493,-21.0928288843,23-24,0.1,0.00283365906216,galaxies
5578,2,7.98951947078,-21.2772516857,24-25,0.1,0.000308510556351,galaxies
5591,2,7.99461619673,-21.25813374,22-23,0.1,0.0138984406367,galaxies
5597,2,8.00768264187,-21.2514223374,21-22,0.1,0.000652524351608,galaxies
5599,2,8.01921631451,-21.2475816998,24-25,0.1,0.000392744812416,galaxies
5601,2,8.04121464475,-21.243747719,23-24,0.1,0.00052199215861,galaxies
5604,2,8.03937632068,-21.2407531535,24-25,0.1,0.000330121285515,galaxies
5609,2,7.90713212004,-21.2106976961,24-25,0.1,0.000339959136909,galaxies
5616,2,7.94134317465,-21.2523640551,25-26,0.1,0.000662351318169,galaxies
5621,2,7.96828036761,-21.2423217213,24-25,0.1,0.000365201500244,galaxies
5625,2,7.94637788979,-21.2391165508,20-21,0.1,0.000753086875193,galaxies
5626,2,7.9449475355,-21.2381447227,24-25,0.1,0.00594803644344,galaxies
5628,2,7.97563608347,-21.2367024552,23-24,0.1,0.0144116897136,galaxies
5629,2,7.98233608714,-21.2363312186,23-24,0.1,0.0264602880925,galaxies
5630,2,7.93685114733,-21.2344741363,24-25,0.1,0.000397506431909,galaxies
5631,2,7.98298857818,-21.2335045703,24-25,0.1,0.000150518448208,galaxies
5635,2,8.00326917079,-21.2293374473,19-20,0.1,0.0263031683862,galaxies
5637,2,7.9597901851,-21.8200701777,21-22,0.1,0.000475398264825,galaxies
5643,2,8.0012795386,-21.2249684131,22-23,0.1,0.0254201889038,galaxies
5644,2,8.01924071834,-21.2240896349,24-25,0.1,0.000280775275314,galaxies
5648,2,7.99857522282,-21.2188240147,24-25,0.1,0.000192642211914,galaxies
5649,2,7.99997159661,-21.2177693314,26-27,0.1,0.560570299625,galaxies
5652,2,8.02327910576,-21.2157071789,23-24,0.1,0.000508479657583,galaxies
5653,2,7.99461782519,-21.2151191962,24-25,0.1,0.000196129898541,galaxies
5654,2,8.01557403259,-21.2132139441,22-23,0.1,0.0180827323347,galaxies
5661,2,7.91163535698,-21.1927868138,25-26,0.1,0.000122163284686,galaxies
5662,2,7.91626569669,-21.1923053857,25-26,0.1,0.000137044262374,galaxies
5665,2,7.91149291294,-21.1863817282,23-24,0.1,0.000549929158296,galaxies
5667,2,7.93060338653,-21.1838242652,26-27,0.1,0.000244021270191,galaxies
5668,2,7.9528408382,-21.1809937826,24-25,0.1,0.000167070509633,galaxies
5669,2,7.91999986526,-21.1781867614,24-25,0.1,0.00223011686467,galaxies
5671,2,7.95955232951,-21.1765529941,22-23,0.1,0.00204737624153,galaxies
5673,2,7.94273863669,-21.1754866508,25-26,0.1,0.000104074555566,galaxies
5677,2,7.93693249029,-21.1721876139,25-26,0.1,0.00011537901446,galaxies
5678,2,7.97681307227,-21.1717378522,24-25,0.1,0.000271255878033,galaxies
5681,2,7.96371953327,-21.1703128971,24-25,0.1,0.205101534724,galaxies
5682,2,7.98768405731,-21.1694004267,25-26,0.1,0.000111496869067,galaxies
5688,2,7.97361798227,-21.16378224,25-26,0.1,0.0265609975904,galaxies
5689,2,7.96613600273,-21.1635753018,22-23,0.1,0.00837935134768,galaxies
5692,2,8.08486480087,-21.8329349533,23-24,0.1,0.000536553678103,galaxies
5693,2,7.94133506076,-21.1602606293,24-25,0.1,0.000268190371571,galaxies
5697,2,8.0019449604,-21.1541442364,25-26,0.1,0.000156134046847,galaxies
5699,2,7.99171272645,-21.1487057755,24-25,0.1,0.000173788081156,galaxies
5708,2,7.86228679559,-21.3209320934,25-26,0.1,0.000108554442704,galaxies
5722,2,7.93694179541,-21.2944650596,22-23,0.1,0.0277010891587,galaxies
5725,2,7.8048180977,-21.2860308722,24-25,0.1,0.0142401047051,galaxies
5726,2,7.80663903541,-21.2838784507,19-20,0.1,0.0286110453308,galaxies
5732,2,7.86041847896,-21.3085132236,22-23,0.1,0.000849019561429,galaxies
5740,2,7.82347350468,-21.2976753364,22-23,0.1,0.0279924478382,galaxies
5750,2,7.80894888998,-21.2841769197,26-27,0.1,0.00330459349789,galaxies
5757,2,7.85740434368,-21.2788207937,24-25,0.1,0.0184242334217,galaxies
5759,2,7.92898646257,-21.2768677393,23-24,0.1,0.00030064562452,galaxies
5761,2,7.86793911004,-21.2759532211,23-24,0.1,0.0250152051449,galaxies
5765,2,7.92321968218,-21.2715549036,24-25,0.1,0.000130620959681,galaxies
5766,2,7.90258924906,-21.2706924072,25-26,0.1,0.000166614016052,galaxies
5768,2,7.86790561528,-21.269993125,24-25,0.1,0.000206583805266,galaxies
5769,2,7.89045526777,-21.2695312773,23-24,0.1,0.000123346253531,galaxies
5773,2,7.81090804639,-21.2547874942,23-24,0.1,0.982374668121,star
5774,2,7.7928986228,-21.2539352851,22-23,0.1,0.0284128095955,galaxies
5779,2,7.90092235516,-21.2499645218,23-24,0.1,0.000414765934693,galaxies
5781,2,7.81531179763,-21.2487751319,23-24,0.1,0.00574708729982,galaxies
5783,2,7.78868015217,-21.2462198413,24-25,0.1,0.000244843220571,galaxies
5784,2,7.80011989932,-21.243770261,24-25,0.1,0.000202209936106,galaxies
5788,2,7.80391229459,-21.2360769266,25-26,0.1,0.000118703923363,galaxies
5790,2,7.83654840878,-21.2352848887,22-23,0.1,0.000372832641006,galaxies
5791,2,7.8284532699,-21.2345665154,24-25,0.1,0.000140269461554,galaxies
5792,2,7.82070282634,-21.2336413313,23-24,0.1,0.000377549469704,galaxies
5793,2,7.79275593607,-21.2334591665,23-24,0.1,0.0236069895327,galaxies
5798,2,7.83051132682,-21.2279586095,23-24,0.1,0.00032028221176,galaxies
5799,2,7.82020146468,-21.2258043603,22-23,0.1,0.0120613826439,galaxies
5800,2,7.83889414094,-21.2257548303,25-26,0.1,0.00372479809448,galaxies
5801,2,7.88432282062,-21.2234788619,21-22,0.1,0.000536191277206,galaxies
5805,2,7.88275094641,-21.2167866082,25-26,0.1,0.000168641359778,galaxies
5808,2,7.84589278293,-21.2144720792,23-24,0.1,0.0077764224261,galaxies
5814,2,7.83889160233,-21.203696325,22-23,0.1,0.000373475369997,galaxies
5815,2,7.86627986123,-21.1895479801,23-24,0.1,0.000309930241201,galaxies
5817,2,7.72689947355,-21.4004621823,23-24,0.1,0.00336467311718,galaxies
5819,2,7.72450698214,-21.3892374541,25-26,0.1,0.00012522606994,galaxies
5823,2,7.73409516799,-21.3844514926,24-25,0.1,0.0197779554874,galaxies
5825,2,7.73863584488,-21.3822641854,23-24,0.1,0.000439015595475,galaxies
5826,2,7.75353869427,-21.380953167,25-26,0.1,0.000269443058642,galaxies
5830,2,7.75555293676,-21.3763447086,24-25,0.1,0.000323271902744,galaxies
5834,2,7.74852617738,-21.3745774145,26-27,0.1,0.000880350940861,galaxies
5835,2,7.76585775192,-21.3732605512,23-24,0.1,0.000343764928402,galaxies
5837,2,7.74399935872,-21.3713493049,22-23,0.1,0.0282194949687,galaxies
5842,2,7.7603146339,-21.3707487219,21-22,0.1,0.0286179725081,galaxies
5843,2,7.75513501612,-21.369362629,24-25,0.1,0.00023584230803,galaxies
5846,2,7.76161906309,-21.3682787893,21-22,0.1,0.028224658221,galaxies
5847,2,7.75552107524,-21.367852486,21-22,0.1,0.00079569418449,galaxies
5856,2,7.77365745597,-21.3583827388,21-22,0.1,0.0268317442387,galaxies
5857,2,7.80437825601,-21.3583749437,23-24,0.1,0.000321180123137,galaxies
5858,2,7.79772119733,-21.3548518916,23-24,0.1,0.0134455207735,galaxies
5859,2,7.78628837813,-21.3545287036,24-25,0.1,0.000265850307187,galaxies
5861,2,7.79186154465,-21.3497808144,23-24,0.1,0.000668825174216,galaxies
5862,2,7.82077264853,-21.3488089866,19-20,0.1,0.98433303833,star
5863,2,7.80325283489,-21.3431377028,24-25,0.1,0.000235290935962,galaxies
5865,2,7.7086361539,-21.3252363095,25-26,0.1,0.000143169323565,galaxies
5866,2,7.67836408496,-21.3064894814,21-22,0.1,0.0284895710647,galaxies
5867,2,7.71533477959,-21.3658405998,24-25,0.1,0.000264817557763,galaxies
5868,2,7.71234916098,-21.3635696179,24-25,0.1,0.000167540390976,galaxies
5871,2,7.70674357234,-21.3548671631,22-23,0.1,0.0207958221436,galaxies
5875,2,7.77550390492,-21.3454273787,24-25,0.1,0.000532627105713,galaxies
5876,2,7.7837449552,-21.3449285472,23-24,0.1,0.97229975462,star
5877,2,7.70058174118,-21.3429351577,22-23,0.1,0.00163576833438,galaxies
5881,2,7.78986189359,-21.341172667,21-22,0.1,0.986432909966,star
5883,2,7.75947283672,-21.3364639659,21-22,0.1,0.00036402430851,galaxies
5885,2,7.73672440491,-21.3325460296,22-23,0.1,0.000330329930875,galaxies
5888,2,7.72679229809,-21.3304169592,22-23,0.1,0.000662723672576,galaxies
5889,2,7.76560055292,-21.3295370057,22-23,0.1,0.000364184379578,galaxies
5890,2,7.76351376571,-21.3294240399,24-25,0.1,0.00015975588758,galaxies
5892,2,7.73938349602,-21.3281300134,22-23,0.1,0.868844568729,galaxies
5893,2,7.71924929645,-21.3278963672,26-27,0.1,0.000188280479051,galaxies
5894,2,7.80434822392,-21.3277469879,25-26,0.1,0.000108830165118,galaxies
5899,2,7.77161541369,-21.3205376809,23-24,0.1,0.0204368270934,galaxies
5901,2,7.75736021769,-21.3199744351,21-22,0.1,0.987389862537,star
5904,2,7.78801525806,-21.3097090142,25-26,0.1,0.000110857428808,galaxies
5908,2,7.79509093323,-21.3061414401,22-23,0.1,0.00923695508391,galaxies
5913,2,7.67759709027,-21.2945224303,22-23,0.1,0.000913186406251,galaxies
5915,2,7.68268351192,-21.2940656838,22-23,0.1,0.000505070143845,galaxies
5917,2,7.6867561593,-21.2849632571,22-23,0.1,0.000347800960299,galaxies
5918,2,7.72644653458,-21.2840762375,23-24,0.1,0.000404555961723,galaxies
5919,2,7.7120161309,-21.2816953245,25-26,0.1,0.00015784012794,galaxies
5920,2,7.72376111462,-21.2810467106,24-25,0.1,0.000316250283504,galaxies
5923,2,7.75865395313,-21.2773067312,21-22,0.1,0.000472842715681,galaxies
5924,2,7.70780101998,-21.2766576356,24-25,0.1,0.00035754966666,galaxies
5927,2,7.73572974145,-21.2723778536,25-26,0.1,0.0026822166983,galaxies
5932,2,7.74828750084,-21.2685506377,23-24,0.1,0.00416893558577,galaxies
5935,2,7.76043479182,-21.2657547849,26-27,0.1,0.336468458176,galaxies
5936,2,7.75976386979,-21.2656544138,24-25,0.1,0.000223699869821,galaxies
5942,2,7.73747531774,-21.2625554091,24-25,0.1,0.000265970156761,galaxies
5943,2,7.74745315409,-21.2607406702,26-27,0.1,0.0279102828354,galaxies
5944,2,7.78218605326,-21.259218575,23-24,0.1,0.000320118386298,galaxies
5945,2,7.77690428594,-21.2570330622,25-26,0.1,0.00011031817121,galaxies
5948,2,7.74416285457,-21.248974756,24-25,0.1,0.000169494363945,galaxies
5949,2,7.77388240727,-21.2479125786,23-24,0.1,0.0154742179438,galaxies
5950,2,7.74207274597,-21.2440009431,23-24,0.1,0.000427935068728,galaxies
5951,2,7.78013489789,-21.2421959866,24-25,0.1,0.000135647889692,galaxies
5954,2,8.36031836339,-21.2583115958,23-24,0.1,0.000348291447153,galaxies
5956,2,8.3430557248,-21.2542488474,24-25,0.1,0.000408262974815,galaxies
5958,2,8.34417321108,-21.2487067417,26-27,0.1,0.000101388759504,galaxies
5959,2,8.39202317361,-21.2465500658,23-24,0.1,0.0254846699536,galaxies
5960,2,8.37026290124,-21.2458298054,22-23,0.1,0.0277648959309,galaxies
5961,2,8.33946140444,-21.2445092743,22-23,0.1,0.000992117915303,galaxies
5964,2,8.38037343946,-21.2406223703,22-23,0.1,0.000701866054442,galaxies
5965,2,8.40360935843,-21.2402600583,21-22,0.1,0.000669598637614,galaxies
5969,2,8.41397430323,-21.2368623431,25-26,0.1,0.000248432916123,galaxies
5971,2,8.41132907452,-21.23229717,24-25,0.1,0.000153226646944,galaxies
5977,2,8.40227487679,-21.2244262379,24-25,0.1,0.000125986392959,galaxies
5980,2,8.32144172947,-21.2119246383,24-25,0.1,0.0259144119918,galaxies
5981,2,8.32072162128,-21.204581163,23-24,0.1,0.0251619461924,galaxies
5983,2,8.30278885126,-21.1760263289,23-24,0.1,0.000759304384701,galaxies
5984,2,8.35133033182,-21.2416580851,24-25,0.1,0.00403646798804,galaxies
5985,2,8.35920695957,-21.2303744461,21-22,0.1,0.00172480125912,galaxies
5988,2,8.36410772425,-21.2268432598,24-25,0.1,0.000257832492935,galaxies
5989,2,8.37873797844,-21.2266836412,23-24,0.1,0.000375802599592,galaxies
5990,2,8.34968799613,-21.2251802366,24-25,0.1,0.000204056501389,galaxies
5993,2,8.33674613,-21.2217673809,23-24,0.1,0.00101490481757,galaxies
5995,2,8.35200999596,-21.2167725116,21-22,0.1,0.0013271496864,galaxies
5998,2,8.34611658795,-21.2158790308,23-24,0.1,0.0247361510992,galaxies
5999,2,8.34926898409,-21.2155670283,25-26,0.1,0.000115980874398,galaxies
6000,2,8.32656865884,-21.2138779647,21-22,0.1,0.0282115805894,galaxies
6002,2,8.3375612101,-21.213590025,23-24,0.1,0.0188269708306,galaxies
6003,2,8.36822353975,-21.213411355,23-24,0.1,0.000298935454339,galaxies
6006,2,8.35639964235,-21.2106445844,21-22,0.1,0.0170901790261,galaxies
6008,2,8.34715302387,-21.20644217,22-23,0.1,0.989113748074,star
6009,2,8.32229869777,-21.2057369499,24-25,0.1,0.99810731411,star
6010,2,8.34185739357,-21.2047399629,25-26,0.1,0.000114801172458,galaxies
6013,2,8.37369749748,-21.2021911911,23-24,0.1,0.026171317324,galaxies
6016,2,8.37201928763,-21.1995693828,24-25,0.1,0.000193082814803,galaxies
6017,2,8.37529014381,-21.1994488348,23-24,0.1,0.000311365758535,galaxies
6021,2,8.4074144997,-21.1972588307,25-26,0.1,0.000171974243131,galaxies
6024,2,8.34674640614,-21.1944915041,24-25,0.1,0.000115777096653,galaxies
6025,2,8.3812251157,-21.1940047112,21-22,0.1,0.00772924209014,galaxies
6026,2,8.39721753051,-21.1935980872,24-25,0.1,0.000236842446611,galaxies
6027,2,8.39256309151,-21.1926270934,23-24,0.1,0.000479322043248,galaxies
6029,2,8.34516643218,-21.1891595288,23-24,0.1,0.00730641372502,galaxies
6032,2,8.38908636228,-21.1863848653,25-26,0.1,0.000340032594977,galaxies
6040,2,8.38231407058,-21.1726701052,23-24,0.1,0.000320128398016,galaxies
6046,2,8.41216703402,-21.1631286474,24-25,0.1,0.00024528222275,galaxies
6048,2,8.30644925461,-21.1629935218,23-24,0.1,0.000334991927957,galaxies
6051,2,8.30553684552,-21.1567939166,24-25,0.1,0.00026621032157,galaxies
6053,2,8.31705728392,-21.1520784092,24-25,0.1,0.000298743922031,galaxies
6055,2,8.32505120441,-21.1493433333,24-25,0.1,0.00467965798452,galaxies
6059,2,8.37138503755,-21.145480357,24-25,0.1,0.000213830484427,galaxies
6060,2,8.36071464443,-21.1454790357,23-24,0.1,0.00050474627642,galaxies
6062,2,8.34687993357,-21.1444074435,24-25,0.1,0.12587685883,galaxies
