,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
1345,1,7.73809012662,-21.2985873166,24-25,0.03,0.000229006982408,galaxies
1350,1,7.6817732362,-21.2911099151,22-23,0.03,0.998773396015,star
1354,1,7.79873824888,-21.2875651074,24-25,0.03,0.000231792713748,galaxies
1355,1,7.76214308808,-21.2873505443,25-26,0.03,0.000221343085286,galaxies
1356,1,7.77351203624,-21.286598277,20-21,0.03,0.0286423899233,galaxies
1360,1,7.75225645324,-21.2836400122,23-24,0.03,0.000369083223632,galaxies
1366,1,7.68181918938,-21.2781767074,21-22,0.03,0.0285552982241,galaxies
1367,1,7.70844772496,-21.2777722008,21-22,0.03,0.0286183916032,galaxies
1374,1,7.75429743376,-21.2702544798,23-24,0.03,0.926360726357,star
1375,1,7.68689096915,-21.2692340776,23-24,0.03,0.0262303631753,galaxies
1376,1,7.76444745369,-21.2691776929,23-24,0.03,0.000285159418127,galaxies
1378,1,7.75016381124,-21.2675104743,22-23,0.03,0.00690025510266,galaxies
1379,1,7.75929355268,-21.2665034962,23-24,0.03,0.000440966512542,galaxies
1383,1,7.73401433633,-21.2638183778,24-25,0.03,0.000490677368362,galaxies
1385,1,7.75716862671,-21.2632771697,23-24,0.03,0.0210725832731,galaxies
1386,1,7.75048463444,-21.2626420736,22-23,0.03,0.0283142514527,galaxies
1391,1,7.74497597803,-21.2558951886,23-24,0.03,0.000427820545156,galaxies
1408,1,8.3580192395,-21.242761176,23-24,0.03,0.0241925027221,galaxies
1412,1,8.36942475038,-21.2401200324,24-25,0.03,0.00168776139617,galaxies
1420,1,8.41280071218,-21.228255389,21-22,0.03,0.986345767975,star
1421,1,8.40490129275,-21.2271264782,23-24,0.03,0.999895453453,star
1428,1,8.3187965555,-21.202317272,22-23,0.03,0.028093630448,galaxies
1433,1,8.3807949689,-21.2290934601,21-22,0.03,0.0145676182583,galaxies
1434,1,8.3485600532,-21.2282713259,23-24,0.03,0.996402859688,star
1441,1,8.32479490357,-21.1980829567,21-22,0.03,0.0086987959221,galaxies
1442,1,8.32849658573,-21.1965645417,19-20,0.03,0.0286323577166,galaxies
1446,1,8.33604787762,-21.1883598896,23-24,0.03,0.000823787762783,galaxies
1451,1,8.35141469437,-21.1835254106,23-24,0.03,0.022189732641,galaxies
1461,1,8.38540650984,-21.1790666577,19-20,0.03,0.982800960541,star
1464,1,8.37680171451,-21.1757029063,23-24,0.03,0.000523147173226,galaxies
1468,1,8.3644365695,-21.1707197995,19-20,0.03,0.986141145229,star
1472,1,8.3183844007,-21.1657509493,21-22,0.03,0.0284889787436,galaxies
1475,1,8.31622952894,-21.1623650955,23-24,0.03,0.0262138880789,galaxies
1479,1,8.35738774351,-21.1571021873,22-23,0.03,0.0273920893669,galaxies
1481,1,8.37863424982,-21.1533018078,24-25,0.03,0.0106033114716,galaxies
1486,1,8.39669525733,-21.1498133243,22-23,0.03,0.0273829959333,galaxies
1489,1,8.3682088832,-21.1468273638,21-22,0.03,0.00116312061436,galaxies
1494,1,8.2949793951,-21.7372981515,19-20,0.03,0.0293897334486,galaxies
1497,1,8.3508318669,-21.1423659182,23-24,0.03,0.000467189471237,galaxies
1499,1,8.38686882756,-21.1396872348,22-23,0.03,0.0279707424343,galaxies
1500,1,8.3871439192,-21.1385238172,21-22,0.03,0.0141440434381,galaxies
1504,1,8.37414494016,-21.1365178328,23-24,0.03,0.000909506576136,galaxies
1507,1,8.37454515916,-21.1339347449,21-22,0.03,0.000763437128626,galaxies
1508,1,8.39360406319,-21.1335043979,24-25,0.03,0.0123204467818,galaxies
1514,1,8.05337709856,-21.7436007052,21-22,0.03,0.991239249706,star
1527,1,8.24085388027,-21.3011240371,22-23,0.03,0.000701492303051,galaxies
1529,1,8.2318354459,-21.3001672147,21-22,0.03,0.0284710153937,galaxies
1531,1,8.2681296639,-21.2982271498,22-23,0.03,0.988624691963,star
1533,1,8.23536242775,-21.2973508891,24-25,0.03,0.000233503276831,galaxies
1535,1,8.27319364515,-21.2958315827,21-22,0.03,0.0284245852381,galaxies
1536,1,8.2694865419,-21.2936111555,23-24,0.03,0.0228725410998,galaxies
1541,1,8.25659489858,-21.2918942252,23-24,0.03,0.937434673309,star
1570,1,8.20184134226,-21.2525917284,24-25,0.03,0.00459122192115,galaxies
1575,1,8.25914393904,-21.280819539,20-21,0.03,0.997670292854,star
1576,1,8.25923757666,-21.2731838361,22-23,0.03,0.0283639859408,galaxies
1577,1,8.26807047476,-21.2720739821,21-22,0.03,0.985706746578,star
1578,1,8.26118318978,-21.2711140191,20-21,0.03,0.998999297619,star
1599,1,8.21811700753,-21.2439922694,21-22,0.03,0.0284172911197,galaxies
1601,1,8.21515337208,-21.2430544818,23-24,0.03,0.009362205863,galaxies
1607,1,8.21067459188,-21.2383444879,24-25,0.03,0.0143532436341,galaxies
1608,1,8.22896240989,-21.2377426286,23-24,0.03,0.000451313855592,galaxies
1609,1,8.2121130544,-21.2370565138,20-21,0.03,0.0271684955806,galaxies
1611,1,8.21825222691,-21.2351571843,23-24,0.03,0.000442544405814,galaxies
1614,1,8.22496837163,-21.2335884007,24-25,0.03,0.000451997242635,galaxies
1618,1,8.21365373497,-21.230741729,23-24,0.03,0.0258082561195,galaxies
1621,1,8.21619094406,-21.229868125,22-23,0.03,0.989225685596,star
1622,1,8.20773801533,-21.2293011932,22-23,0.03,0.0283574722707,galaxies
1625,1,8.2267439303,-21.2255528165,20-21,0.03,0.0285093076527,galaxies
1627,1,8.26000415827,-21.2230310901,25-26,0.03,0.000631409464404,galaxies
1628,1,8.25996398114,-21.2208458663,23-24,0.03,0.0174024943262,galaxies
1638,1,8.21662989362,-21.2160308083,22-23,0.03,0.999795496464,star
1640,1,8.26378721191,-21.2145826713,23-24,0.03,0.00458407495171,galaxies
1641,1,8.20406827764,-21.2144330212,23-24,0.03,0.0155000630766,galaxies
1643,1,8.28752320561,-21.2125994185,23-24,0.03,0.000317914702464,galaxies
1655,1,8.2356984286,-21.2052273864,23-24,0.03,0.000798083958216,galaxies
1657,1,8.27740282881,-21.2028056786,20-21,0.03,0.00341562880203,galaxies
1658,1,8.2797619408,-21.2027290244,23-24,0.03,0.0219600759447,galaxies
1661,1,8.11691233034,-21.7225052315,24-25,0.03,0.849397182465,star
1666,1,8.26038559116,-21.1980054975,23-24,0.03,0.000375416886527,galaxies
1670,1,8.29341283244,-21.1934381643,23-24,0.03,0.0246826242656,galaxies
1673,1,8.29805017543,-21.1905499361,21-22,0.03,0.00615065125749,galaxies
1675,1,8.22690496049,-21.1886902067,21-22,0.03,0.0285329986364,galaxies
1677,1,8.26815769993,-21.1866420922,22-23,0.03,0.0240423046052,galaxies
1678,1,8.26973065097,-21.1838084394,21-22,0.03,0.000521335168742,galaxies
1680,1,8.27297953,-21.180516594,22-23,0.03,0.989223241806,star
1681,1,8.23010447413,-21.1776433733,21-22,0.03,0.0285814125091,galaxies
1685,1,8.2814707864,-21.1657424151,23-24,0.03,0.0114658763632,galaxies
1714,1,8.17937494143,-21.3344731461,21-22,0.03,0.0265502277762,galaxies
1718,1,8.16716223148,-21.3284575187,22-23,0.03,0.000730563711841,galaxies
