,DITHER,ALPHA_J2000,DELTA_J2000,MAG_ISO,PM,CLASS_STAR,OBJECT
164,1,8.22562673157,-21.7259147619,22-23,0.03,0.987733900547,star
165,1,8.22562673157,-21.7259147619,22-23,0.03,0.987733900547,star
184,1,8.17454095114,-21.6901172377,22-23,0.03,0.0097867641598,galaxies
185,1,8.17454095114,-21.6901172377,22-23,0.03,0.0097867641598,galaxies
218,1,8.16377325683,-21.6671301874,22-23,0.03,0.0268664900213,galaxies
219,1,8.16377325683,-21.6671301874,22-23,0.03,0.0268664900213,galaxies
226,1,8.17730972756,-21.6638024654,23-24,0.03,0.000437355018221,galaxies
227,1,8.17730972756,-21.6638024654,23-24,0.03,0.000437355018221,galaxies
228,1,8.23873221251,-21.6633670863,22-23,0.03,0.0270003564656,galaxies
229,1,8.23873221251,-21.6633670863,22-23,0.03,0.0270003564656,galaxies
230,1,8.15670495305,-21.6628252615,23-24,0.03,0.00040122968494,galaxies
231,1,8.15670495305,-21.6628252615,23-24,0.03,0.00040122968494,galaxies
238,1,8.15811778847,-21.656350018,22-23,0.03,0.0268450174481,galaxies
239,1,8.15811778847,-21.656350018,22-23,0.03,0.0268450174481,galaxies
246,1,8.20159106971,-21.6519976846,23-24,0.03,0.0141183650121,galaxies
247,1,8.20159106971,-21.6519976846,23-24,0.03,0.0141183650121,galaxies
264,1,8.20887587063,-21.6443255704,23-24,0.03,0.936225652695,star
265,1,8.20887587063,-21.6443255704,23-24,0.03,0.936225652695,star
280,1,8.13327982896,-21.0660120988,23-24,0.03,0.865644693375,star
281,1,8.13327982896,-21.0660120988,23-24,0.03,0.865644693375,star
284,1,8.1149724815,-21.0641656705,21-22,0.03,0.0286004729569,galaxies
285,1,8.1149724815,-21.0641656705,21-22,0.03,0.0286004729569,galaxies
304,1,8.1438175095,-21.0577283197,22-23,0.03,0.0286801625043,galaxies
305,1,8.1438175095,-21.0577283197,22-23,0.03,0.0286801625043,galaxies
310,1,8.12519108609,-21.0532741521,21-22,0.03,0.00161364558153,galaxies
311,1,8.12519108609,-21.0532741521,21-22,0.03,0.00161364558153,galaxies
320,1,8.22627199443,-21.6292657707,23-24,0.03,0.0155681082979,galaxies
321,1,8.22627199443,-21.6292657707,23-24,0.03,0.0155681082979,galaxies
330,1,8.22766583064,-21.6273046888,20-21,0.03,0.0029087101575,galaxies
331,1,8.22766583064,-21.6273046888,20-21,0.03,0.0029087101575,galaxies
368,1,8.10970034764,-21.0464920126,18-19,0.03,0.994743108749,star
369,1,8.10970034764,-21.0464920126,18-19,0.03,0.994743108749,star
372,1,8.12683142943,-21.039876524,21-22,0.03,0.0272030662745,galaxies
373,1,8.12683142943,-21.039876524,21-22,0.03,0.0272030662745,galaxies
380,1,8.17183885199,-21.0140731688,22-23,0.03,0.026922840625,galaxies
381,1,8.17183885199,-21.0140731688,22-23,0.03,0.026922840625,galaxies
388,1,8.09548311337,-21.8274442266,21-22,0.03,0.000349502603058,galaxies
389,1,8.09548311337,-21.8274442266,21-22,0.03,0.000349502603058,galaxies
402,1,8.11151652785,-21.8126918177,23-24,0.03,0.00857103895396,galaxies
403,1,8.11151652785,-21.8126918177,23-24,0.03,0.00857103895396,galaxies
416,1,8.1501760307,-21.8051476561,24-25,0.03,0.0146007006988,galaxies
417,1,8.1501760307,-21.8051476561,24-25,0.03,0.0146007006988,galaxies
424,1,8.10219753974,-21.8035800725,19-20,0.03,0.0286212060601,galaxies
425,1,8.10219753974,-21.8035800725,19-20,0.03,0.0286212060601,galaxies
426,1,8.10070088023,-21.8021016622,20-21,0.03,0.000535571831279,galaxies
427,1,8.10070088023,-21.8021016622,20-21,0.03,0.000535571831279,galaxies
438,1,8.0934819926,-21.7965918682,23-24,0.03,0.904153108597,star
439,1,8.0934819926,-21.7965918682,23-24,0.03,0.904153108597,star
452,1,8.18290732934,-21.7556632424,22-23,0.03,0.000425172474934,galaxies
453,1,8.18290732934,-21.7556632424,22-23,0.03,0.000425172474934,galaxies
464,1,8.14938961595,-21.7874068872,23-24,0.03,0.0213590059429,galaxies
465,1,8.14938961595,-21.7874068872,23-24,0.03,0.0213590059429,galaxies
488,1,8.06817145025,-21.7915113076,22-23,0.03,0.0268329046667,galaxies
489,1,8.06817145025,-21.7915113076,22-23,0.03,0.0268329046667,galaxies
538,1,7.99427090031,-21.1151777017,23-24,0.03,0.0233014319092,galaxies
539,1,7.99427090031,-21.1151777017,23-24,0.03,0.0233014319092,galaxies
544,1,8.00489152507,-21.1097125052,24-25,0.03,0.000308948860038,galaxies
545,1,8.00489152507,-21.1097125052,24-25,0.03,0.000308948860038,galaxies
548,1,8.07013717452,-21.7441869982,24-25,0.03,0.00053950335132,galaxies
549,1,8.07013717452,-21.7441869982,24-25,0.03,0.00053950335132,galaxies
558,1,8.03753658882,-21.105395781,24-25,0.03,0.00023756713199,galaxies
559,1,8.03753658882,-21.105395781,24-25,0.03,0.00023756713199,galaxies
570,1,8.05379877745,-21.09629054,18-19,0.03,0.983758687973,star
571,1,8.05379877745,-21.09629054,18-19,0.03,0.983758687973,star
580,1,8.04462872597,-21.092870318,21-22,0.03,0.000920255377423,galaxies
581,1,8.04462872597,-21.092870318,21-22,0.03,0.000920255377423,galaxies
582,1,8.05028631375,-21.0913116622,23-24,0.03,0.00905481167138,galaxies
583,1,8.05028631375,-21.0913116622,23-24,0.03,0.00905481167138,galaxies
594,1,8.09965427235,-21.7357230653,24-25,0.03,0.00555039849132,galaxies
595,1,8.09965427235,-21.7357230653,24-25,0.03,0.00555039849132,galaxies
598,1,8.07718110005,-21.7348523172,23-24,0.03,0.0242253169417,galaxies
599,1,8.07718110005,-21.7348523172,23-24,0.03,0.0242253169417,galaxies
602,1,8.05774235062,-21.0855574385,23-24,0.03,0.00976980570704,galaxies
603,1,8.05774235062,-21.0855574385,23-24,0.03,0.00976980570704,galaxies
618,1,8.09478058055,-21.0749827948,23-24,0.03,0.959374547005,star
619,1,8.09478058055,-21.0749827948,23-24,0.03,0.959374547005,star
624,1,8.10420056466,-21.7291793576,20-21,0.03,0.987811207771,star
625,1,8.10420056466,-21.7291793576,20-21,0.03,0.987811207771,star
632,1,8.085181913,-21.7261446741,23-24,0.03,0.0220546741039,galaxies
633,1,8.085181913,-21.7261446741,23-24,0.03,0.0220546741039,galaxies
642,1,8.25856214836,-21.7384832667,21-22,0.03,0.0285767670721,galaxies
643,1,8.25856214836,-21.7384832667,21-22,0.03,0.0285767670721,galaxies
654,1,8.05800612285,-21.0798160834,20-21,0.03,0.985143184662,star
655,1,8.05800612285,-21.0798160834,20-21,0.03,0.985143184662,star
660,1,8.05382561922,-21.7175679084,24-25,0.03,0.998787105083,star
661,1,8.05382561922,-21.7175679084,24-25,0.03,0.998787105083,star
662,1,8.13346344168,-21.715462677,25-26,0.03,0.000128395360662,galaxies
663,1,8.13346344168,-21.715462677,25-26,0.03,0.000128395360662,galaxies
678,1,8.123266369,-21.7117073574,19-20,0.03,0.984387636185,star
679,1,8.123266369,-21.7117073574,19-20,0.03,0.984387636185,star
682,1,8.04362247691,-21.7107830511,23-24,0.03,0.997361421585,star
683,1,8.04362247691,-21.7107830511,23-24,0.03,0.997361421585,star
686,1,8.07558213963,-21.7106240988,24-25,0.03,0.981227755547,star
687,1,8.07558213963,-21.7106240988,24-25,0.03,0.981227755547,star
712,1,8.09934826994,-21.7026906111,23-24,0.03,0.024073196575,galaxies
713,1,8.09934826994,-21.7026906111,23-24,0.03,0.024073196575,galaxies
736,1,8.05990709862,-21.6903223263,22-23,0.03,0.0278006773442,galaxies
737,1,8.05990709862,-21.6903223263,22-23,0.03,0.0278006773442,galaxies
794,1,7.89202389481,-21.1652825709,23-24,0.03,0.000375102128601,galaxies
795,1,7.89202389481,-21.1652825709,23-24,0.03,0.000375102128601,galaxies
842,1,7.96819504598,-21.1231046012,21-22,0.03,0.0285662245005,galaxies
843,1,7.96819504598,-21.1231046012,21-22,0.03,0.0285662245005,galaxies
868,1,8.01623460848,-21.8597646269,24-25,0.03,0.0152749679983,galaxies
869,1,8.01623460848,-21.8597646269,24-25,0.03,0.0152749679983,galaxies
874,1,8.21227222152,-21.725308256,24-25,0.03,0.0105905421078,galaxies
875,1,8.21227222152,-21.725308256,24-25,0.03,0.0105905421078,galaxies
878,1,8.01089300148,-21.857280328,23-24,0.03,0.0237716548145,galaxies
879,1,8.01089300148,-21.857280328,23-24,0.03,0.0237716548145,galaxies
914,1,8.02775759047,-21.8414703217,19-20,0.03,0.0286273490638,galaxies
915,1,8.02775759047,-21.8414703217,19-20,0.03,0.0286273490638,galaxies
924,1,8.03662413821,-21.8363870995,23-24,0.03,0.0255667790771,galaxies
925,1,8.03662413821,-21.8363870995,23-24,0.03,0.0255667790771,galaxies
942,1,7.96258458711,-21.1037277665,22-23,0.03,0.98032283783,galaxies
943,1,7.96258458711,-21.1037277665,22-23,0.03,0.98032283783,galaxies
976,1,7.98916214142,-21.8193442175,22-23,0.03,0.0276786033064,galaxies
977,1,7.98916214142,-21.8193442175,22-23,0.03,0.0276786033064,galaxies
990,1,8.0094810107,-21.8103825795,23-24,0.03,0.0483251735568,galaxies
991,1,8.0094810107,-21.8103825795,23-24,0.03,0.0483251735568,galaxies
994,1,8.0584450129,-21.8027320523,24-25,0.03,0.973548948765,star
995,1,8.0584450129,-21.8027320523,24-25,0.03,0.973548948765,star
1000,1,7.93519775575,-21.7984311409,22-23,0.03,0.0255404114723,galaxies
1001,1,7.93519775575,-21.7984311409,22-23,0.03,0.0255404114723,galaxies
1002,1,8.05149603187,-21.7928355681,23-24,0.03,0.0233467724174,galaxies
1003,1,8.05149603187,-21.7928355681,23-24,0.03,0.0233467724174,galaxies
1006,1,7.98888671932,-21.7886127734,21-22,0.03,0.0283192247152,galaxies
1007,1,7.98888671932,-21.7886127734,21-22,0.03,0.0283192247152,galaxies
1012,1,8.00463295107,-21.7832895209,23-24,0.03,0.0229405909777,galaxies
1013,1,8.00463295107,-21.7832895209,23-24,0.03,0.0229405909777,galaxies
1018,1,8.01849246303,-21.7809692087,22-23,0.03,0.0277142897248,galaxies
1019,1,8.01849246303,-21.7809692087,22-23,0.03,0.0277142897248,galaxies
1026,1,7.9938164725,-21.7791175268,24-25,0.03,0.0347953625023,galaxies
1027,1,7.9938164725,-21.7791175268,24-25,0.03,0.0347953625023,galaxies
1030,1,7.92562539466,-21.7767729981,23-24,0.03,0.000459213595605,galaxies
1031,1,7.92562539466,-21.7767729981,23-24,0.03,0.000459213595605,galaxies
1034,1,7.77491620574,-21.2274434374,21-22,0.03,0.0281985569745,galaxies
1035,1,7.77491620574,-21.2274434374,21-22,0.03,0.0281985569745,galaxies
1062,1,7.99327382423,-21.7716472909,25-26,0.03,0.00021457936964,galaxies
1063,1,7.99327382423,-21.7716472909,25-26,0.03,0.00021457936964,galaxies
1082,1,7.94886006335,-21.7689583142,22-23,0.03,0.00106019212399,galaxies
1083,1,7.94886006335,-21.7689583142,22-23,0.03,0.00106019212399,galaxies
1100,1,7.81496297097,-21.1993836882,23-24,0.03,0.025808153674,galaxies
1101,1,7.81496297097,-21.1993836882,23-24,0.03,0.025808153674,galaxies
1102,1,8.00350512366,-21.7655874961,23-24,0.03,0.00126225850545,galaxies
1103,1,8.00350512366,-21.7655874961,23-24,0.03,0.00126225850545,galaxies
1122,1,7.84870121613,-21.1915851298,18-19,0.03,0.989529311657,star
1123,1,7.84870121613,-21.1915851298,18-19,0.03,0.989529311657,star
1136,1,7.91877233432,-21.7577704336,23-24,0.03,0.000345249602105,galaxies
1137,1,7.91877233432,-21.7577704336,23-24,0.03,0.000345249602105,galaxies
1140,1,7.95760502874,-21.7573432639,22-23,0.03,0.024618383497,galaxies
1141,1,7.95760502874,-21.7573432639,22-23,0.03,0.024618383497,galaxies
1150,1,7.9256055962,-21.7542204315,20-21,0.03,0.983411073685,star
1151,1,7.9256055962,-21.7542204315,20-21,0.03,0.983411073685,star
1160,1,7.9786367848,-21.7498432838,22-23,0.03,0.0272378381342,galaxies
1161,1,7.9786367848,-21.7498432838,22-23,0.03,0.0272378381342,galaxies
1164,1,7.98256292174,-21.7498132646,20-21,0.03,0.0284899361432,galaxies
1165,1,7.98256292174,-21.7498132646,20-21,0.03,0.0284899361432,galaxies
1200,1,8.21979842468,-21.637166453,22-23,0.03,0.00363896251656,galaxies
1201,1,8.21979842468,-21.637166453,22-23,0.03,0.00363896251656,galaxies
1204,1,8.0021517375,-21.7360077422,22-23,0.03,0.000449924555141,galaxies
1205,1,8.0021517375,-21.7360077422,22-23,0.03,0.000449924555141,galaxies
1214,1,8.01603769027,-21.7338725791,24-25,0.03,0.000297846767353,galaxies
1215,1,8.01603769027,-21.7338725791,24-25,0.03,0.000297846767353,galaxies
1230,1,7.82326194695,-21.1754995078,26-27,0.03,0.0035911903251,galaxies
1231,1,7.82326194695,-21.1754995078,26-27,0.03,0.0035911903251,galaxies
1272,1,7.72319450926,-21.2407955407,24-25,0.03,0.00758705008775,galaxies
1273,1,7.72319450926,-21.2407955407,24-25,0.03,0.00758705008775,galaxies
1278,1,7.73323876265,-21.2378057124,21-22,0.03,0.0148698743433,galaxies
1279,1,7.73323876265,-21.2378057124,21-22,0.03,0.0148698743433,galaxies
1306,1,7.73812238536,-21.2221932496,22-23,0.03,0.000390868430259,galaxies
1307,1,7.73812238536,-21.2221932496,22-23,0.03,0.000390868430259,galaxies
1316,1,7.73310683967,-21.2043166963,22-23,0.03,0.027834944427,galaxies
1317,1,7.73310683967,-21.2043166963,22-23,0.03,0.027834944427,galaxies
1320,1,8.29556644753,-21.1438091114,22-23,0.03,0.0265464261174,galaxies
1321,1,8.29556644753,-21.1438091114,22-23,0.03,0.0265464261174,galaxies
1348,1,8.30892230773,-21.1264490915,22-23,0.03,0.0277379732579,galaxies
1349,1,8.30892230773,-21.1264490915,22-23,0.03,0.0277379732579,galaxies
1404,1,8.30146245177,-21.1188098913,19-20,0.03,0.0286238081753,galaxies
1405,1,8.30146245177,-21.1188098913,19-20,0.03,0.0286238081753,galaxies
1436,1,8.28948538263,-21.0596783992,24-25,0.03,0.00345813645981,galaxies
1437,1,8.28948538263,-21.0596783992,24-25,0.03,0.00345813645981,galaxies
1438,1,8.27970552024,-21.0566285827,22-23,0.03,0.00743675185367,galaxies
1439,1,8.27970552024,-21.0566285827,22-23,0.03,0.00743675185367,galaxies
1440,1,8.27772549747,-21.0545527419,22-23,0.03,0.0154754538089,galaxies
1441,1,8.27772549747,-21.0545527419,22-23,0.03,0.0154754538089,galaxies
1448,1,8.32242073656,-21.0517457455,23-24,0.03,0.0244978703558,galaxies
1449,1,8.32242073656,-21.0517457455,23-24,0.03,0.0244978703558,galaxies
1452,1,8.26183890174,-21.0501937467,24-25,0.03,0.998721778393,star
1453,1,8.26183890174,-21.0501937467,24-25,0.03,0.998721778393,star
1464,1,8.25648020872,-21.0454245439,19-20,0.03,0.983486175537,star
1465,1,8.25648020872,-21.0454245439,19-20,0.03,0.983486175537,star
1466,1,8.24682417194,-21.0451175234,23-24,0.03,0.0124806053936,galaxies
1467,1,8.24682417194,-21.0451175234,23-24,0.03,0.0124806053936,galaxies
1472,1,8.31578427322,-21.0402043589,24-25,0.03,0.0203907098621,galaxies
1473,1,8.31578427322,-21.0402043589,24-25,0.03,0.0203907098621,galaxies
1484,1,8.26252036462,-21.03668055,23-24,0.03,0.00971548911184,galaxies
1485,1,8.26252036462,-21.03668055,23-24,0.03,0.00971548911184,galaxies
1486,1,8.26409787012,-21.0360526194,22-23,0.03,0.0279388353229,galaxies
1487,1,8.26409787012,-21.0360526194,22-23,0.03,0.0279388353229,galaxies
1494,1,8.22233362535,-21.6373342253,20-21,0.03,0.0286251977086,galaxies
1495,1,8.22233362535,-21.6373342253,20-21,0.03,0.0286251977086,galaxies
1502,1,8.28507725969,-21.0309133806,20-21,0.03,0.00177716789767,galaxies
1503,1,8.28507725969,-21.0309133806,20-21,0.03,0.00177716789767,galaxies
1506,1,8.29192721829,-21.03063546,23-24,0.03,0.000433930574218,galaxies
1507,1,8.29192721829,-21.03063546,23-24,0.03,0.000433930574218,galaxies
1514,1,8.29318941818,-21.0292111444,23-24,0.03,0.0183088742197,galaxies
1515,1,8.29318941818,-21.0292111444,23-24,0.03,0.0183088742197,galaxies
1516,1,8.26738572006,-21.0285981319,21-22,0.03,0.0280531868339,galaxies
1517,1,8.26738572006,-21.0285981319,21-22,0.03,0.0280531868339,galaxies
1518,1,8.29547190107,-21.0279446907,22-23,0.03,0.0281613785774,galaxies
1519,1,8.29547190107,-21.0279446907,22-23,0.03,0.0281613785774,galaxies
1524,1,8.28446796816,-21.0223917577,24-25,0.03,0.00018248379638,galaxies
1525,1,8.28446796816,-21.0223917577,24-25,0.03,0.00018248379638,galaxies
1530,1,8.29365717232,-21.0206394788,21-22,0.03,0.000484172895085,galaxies
1531,1,8.29365717232,-21.0206394788,21-22,0.03,0.000484172895085,galaxies
1534,1,8.29696575552,-21.0198497553,22-23,0.03,0.0244181212038,galaxies
1535,1,8.29696575552,-21.0198497553,22-23,0.03,0.0244181212038,galaxies
1542,1,8.2902579285,-21.0165311326,23-24,0.03,0.000548820244148,galaxies
1543,1,8.2902579285,-21.0165311326,23-24,0.03,0.000548820244148,galaxies
1544,1,8.30411355636,-21.0123471497,23-24,0.03,0.000442774617113,galaxies
1545,1,8.30411355636,-21.0123471497,23-24,0.03,0.000442774617113,galaxies
1564,1,8.19085143144,-21.1771088154,23-24,0.03,0.0228056721389,galaxies
1565,1,8.19085143144,-21.1771088154,23-24,0.03,0.0228056721389,galaxies
1576,1,8.21479360077,-21.1712862071,21-22,0.03,0.0283863916993,galaxies
1577,1,8.21479360077,-21.1712862071,21-22,0.03,0.0283863916993,galaxies
1578,1,8.1645763283,-21.1704221911,22-23,0.03,0.0276286415756,galaxies
1579,1,8.1645763283,-21.1704221911,22-23,0.03,0.0276286415756,galaxies
1580,1,8.20287194813,-21.1679805019,21-22,0.03,0.984879791737,star
1581,1,8.20287194813,-21.1679805019,21-22,0.03,0.984879791737,star
1586,1,8.22135284432,-21.1658564601,22-23,0.03,0.988323271275,star
1587,1,8.22135284432,-21.1658564601,22-23,0.03,0.988323271275,star
1588,1,8.23492802951,-21.1654146609,23-24,0.03,0.90924924612,star
1589,1,8.23492802951,-21.1654146609,23-24,0.03,0.90924924612,star
1594,1,8.22799465299,-21.161492812,24-25,0.03,0.000332814262947,galaxies
1595,1,8.22799465299,-21.161492812,24-25,0.03,0.000332814262947,galaxies
1606,1,8.2351791668,-21.1511648899,23-24,0.03,0.9861972332,star
1607,1,8.2351791668,-21.1511648899,23-24,0.03,0.9861972332,star
1608,1,8.23412847418,-21.1498613457,19-20,0.03,0.0286260917783,galaxies
1609,1,8.23412847418,-21.1498613457,19-20,0.03,0.0286260917783,galaxies
1622,1,8.25092428848,-21.1398164022,22-23,0.03,0.988634228706,star
1623,1,8.25092428848,-21.1398164022,22-23,0.03,0.988634228706,star
1638,1,8.15780739494,-21.1253905841,23-24,0.03,0.000413311208831,galaxies
1639,1,8.15780739494,-21.1253905841,23-24,0.03,0.000413311208831,galaxies
1650,1,8.19479660537,-21.1140799908,23-24,0.03,0.0220615584403,galaxies
1651,1,8.19479660537,-21.1140799908,23-24,0.03,0.0220615584403,galaxies
1656,1,8.16311067662,-21.1100158648,22-23,0.03,0.988859117031,star
1657,1,8.16311067662,-21.1100158648,22-23,0.03,0.988859117031,star
1668,1,8.16801414168,-21.107198707,22-23,0.03,0.000703041034285,galaxies
1669,1,8.16801414168,-21.107198707,22-23,0.03,0.000703041034285,galaxies
1682,1,8.17387670261,-21.1002338033,22-23,0.03,0.997862935066,star
1683,1,8.17387670261,-21.1002338033,22-23,0.03,0.997862935066,star
1686,1,8.20458799752,-21.0984826909,19-20,0.03,0.0286153685302,galaxies
1687,1,8.20458799752,-21.0984826909,19-20,0.03,0.0286153685302,galaxies
1712,1,8.1418874495,-21.0821148323,21-22,0.03,0.999906480312,star
1713,1,8.1418874495,-21.0821148323,21-22,0.03,0.999906480312,star
1720,1,8.15741056548,-21.0799564706,23-24,0.03,0.000358510034857,galaxies
1721,1,8.15741056548,-21.0799564706,23-24,0.03,0.000358510034857,galaxies
1732,1,8.19497073744,-21.0753469405,20-21,0.03,0.00855632591993,galaxies
1733,1,8.19497073744,-21.0753469405,20-21,0.03,0.00855632591993,galaxies
1734,1,8.16505409863,-21.0718248173,23-24,0.03,0.000443494180217,galaxies
1735,1,8.16505409863,-21.0718248173,23-24,0.03,0.000443494180217,galaxies
1736,1,8.18081281347,-21.0714431782,24-25,0.03,0.00140019448008,galaxies
1737,1,8.18081281347,-21.0714431782,24-25,0.03,0.00140019448008,galaxies
1742,1,8.17552386071,-21.070480422,23-24,0.03,0.000290157826385,galaxies
1743,1,8.17552386071,-21.070480422,23-24,0.03,0.000290157826385,galaxies
1752,1,8.19925769539,-21.0661352362,23-24,0.03,0.0201604869217,galaxies
1753,1,8.19925769539,-21.0661352362,23-24,0.03,0.0201604869217,galaxies
1764,1,8.16742363293,-21.0581327262,23-24,0.03,0.000321207335219,galaxies
1765,1,8.16742363293,-21.0581327262,23-24,0.03,0.000321207335219,galaxies
1766,1,8.22900754,-21.0536836502,21-22,0.03,0.99990606308,star
1767,1,8.22900754,-21.0536836502,21-22,0.03,0.99990606308,star
1778,1,8.06844635,-21.2429376236,19-20,0.03,0.985936582088,star
1779,1,8.06844635,-21.2429376236,19-20,0.03,0.985936582088,star
1782,1,8.07844366069,-21.2382818064,23-24,0.03,0.0263923704624,galaxies
1783,1,8.07844366069,-21.2382818064,23-24,0.03,0.0263923704624,galaxies
1790,1,8.07491731878,-21.2322644636,23-24,0.03,0.00256038806401,galaxies
1791,1,8.07491731878,-21.2322644636,23-24,0.03,0.00256038806401,galaxies
1806,1,8.08248680288,-21.2265730924,23-24,0.03,0.000379156175768,galaxies
1807,1,8.08248680288,-21.2265730924,23-24,0.03,0.000379156175768,galaxies
1818,1,8.08488942272,-21.2190720969,23-24,0.03,0.000658872362692,galaxies
1819,1,8.08488942272,-21.2190720969,23-24,0.03,0.000658872362692,galaxies
1830,1,8.10816854317,-21.2079414068,22-23,0.03,0.00206996849738,galaxies
1831,1,8.10816854317,-21.2079414068,22-23,0.03,0.00206996849738,galaxies
1840,1,8.06694658797,-21.2191510325,23-24,0.03,0.0246778037399,galaxies
1841,1,8.06694658797,-21.2191510325,23-24,0.03,0.0246778037399,galaxies
1844,1,8.06139133104,-21.2063973804,20-21,0.03,0.0286726690829,galaxies
1845,1,8.06139133104,-21.2063973804,20-21,0.03,0.0286726690829,galaxies
1850,1,8.08519981762,-21.1976742302,23-24,0.03,0.000486393546453,galaxies
1851,1,8.08519981762,-21.1976742302,23-24,0.03,0.000486393546453,galaxies
1858,1,8.04120792499,-21.184535021,23-24,0.03,0.0256778970361,galaxies
1859,1,8.04120792499,-21.184535021,23-24,0.03,0.0256778970361,galaxies
1862,1,8.0612565648,-21.179350592,20-21,0.03,0.0285566225648,galaxies
1863,1,8.0612565648,-21.179350592,20-21,0.03,0.0285566225648,galaxies
1866,1,8.12893605435,-21.1750650102,24-25,0.03,0.950982868671,star
1867,1,8.12893605435,-21.1750650102,24-25,0.03,0.950982868671,star
1872,1,8.15040174113,-21.1669643491,22-23,0.03,0.0261310320348,galaxies
1873,1,8.15040174113,-21.1669643491,22-23,0.03,0.0261310320348,galaxies
1876,1,8.04742080415,-21.1659013413,23-24,0.03,0.0150141716003,galaxies
1877,1,8.04742080415,-21.1659013413,23-24,0.03,0.0150141716003,galaxies
1878,1,8.05646190004,-21.1658287771,22-23,0.03,0.0284353978932,galaxies
1879,1,8.05646190004,-21.1658287771,22-23,0.03,0.0284353978932,galaxies
1900,1,8.05029447947,-21.1570699466,24-25,0.03,0.00972529035062,galaxies
1901,1,8.05029447947,-21.1570699466,24-25,0.03,0.00972529035062,galaxies
1914,1,8.10261612715,-21.1489011055,19-20,0.03,0.0291703343391,galaxies
1915,1,8.10261612715,-21.1489011055,19-20,0.03,0.0291703343391,galaxies
1920,1,8.12075252679,-21.1479443712,23-24,0.03,0.0209998320788,galaxies
1921,1,8.12075252679,-21.1479443712,23-24,0.03,0.0209998320788,galaxies
1932,1,8.08674553483,-21.1441812588,24-25,0.03,0.000250061566476,galaxies
1933,1,8.08674553483,-21.1441812588,24-25,0.03,0.000250061566476,galaxies
1934,1,8.11290245534,-21.1437662829,24-25,0.03,0.0163390915841,galaxies
1935,1,8.11290245534,-21.1437662829,24-25,0.03,0.0163390915841,galaxies
1952,1,8.0912184722,-21.1381830143,21-22,0.03,0.000576012476813,galaxies
1953,1,8.0912184722,-21.1381830143,21-22,0.03,0.000576012476813,galaxies
1956,1,8.1165854515,-21.1366619791,23-24,0.03,0.982475996017,star
1957,1,8.1165854515,-21.1366619791,23-24,0.03,0.982475996017,star
1978,1,8.0577078207,-21.1235409863,23-24,0.03,0.000295319303405,galaxies
1979,1,8.0577078207,-21.1235409863,23-24,0.03,0.000295319303405,galaxies
1986,1,8.10427883529,-21.1178598563,23-24,0.03,0.00523226661608,galaxies
